City,Category,Brand,Sub Brand,Product Name,Month,Volume Sales (units)
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2023-12,1225
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-01,1126
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-02,1233
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-03,1220
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-04,1261
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-05,1220
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-06,1171
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-07,1152
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-08,1204
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-09,1107
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-10,1292
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-11,1342
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2024-12,1306
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2025-01,1182
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2025-02,1293
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2025-03,1095
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2025-04,1049
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2025-05,1115
Delhi,Nutrition,FitGen,Pro,Zinc Tablets,2025-06,1183
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-01,564
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-02,581
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-03,761
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-04,828
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-05,590
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-06,607
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-07,613
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-08,874
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-09,728
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-10,577
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-11,625
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2020-12,816
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-01,681
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-02,761
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-03,656
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-04,729
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-05,834
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-06,807
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-07,733
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-08,816
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-09,725
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-10,754
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-11,619
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2021-12,637
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-01,741
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-02,647
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-03,923
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-04,682
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-05,809
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-06,836
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-07,570
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-08,653
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-09,830
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-10,848
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-11,688
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2022-12,711
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-01,760
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-02,830
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-03,789
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-04,776
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-05,546
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-06,823
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-07,740
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-08,660
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-09,875
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-10,666
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-11,822
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2023-12,766
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-01,811
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-02,888
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-03,736
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-04,993
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-05,791
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-06,612
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-07,801
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-08,847
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-09,829
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-10,877
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-11,801
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2024-12,627
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2025-01,770
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2025-02,826
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2025-03,823
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2025-04,867
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2025-05,622
Chennai,Vitamins,HealthPlus,Ultra,Probiotic Capsules,2025-06,875
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-01,620
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-02,545
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-03,589
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-04,708
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-05,507
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-06,874
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-07,664
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-08,627
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-09,835
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-10,689
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-11,727
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2020-12,711
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-01,569
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-02,598
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-03,635
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-04,729
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-05,557
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-06,653
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-07,663
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-08,662
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-09,656
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-10,733
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-11,622
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2021-12,600
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-01,692
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-02,694
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-03,594
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-04,855
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-05,566
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-06,820
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-07,619
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-08,702
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-09,650
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-10,699
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-11,613
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2022-12,712
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-01,762
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-02,794
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-03,779
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-04,759
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-05,625
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-06,714
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-07,625
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-08,695
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-09,726
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-10,541
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-11,676
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2023-12,730
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-01,885
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-02,668
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-03,738
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-04,919
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-05,756
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-06,853
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-07,556
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-08,641
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-09,876
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-10,511
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-11,873
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2024-12,841
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2025-01,810
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2025-02,840
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2025-03,752
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2025-04,813
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2025-05,987
Mumbai,Nutrition,WellZen,Pro,Sleep Support,2025-06,1001
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-01,960
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-02,772
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-03,778
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-04,818
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-05,896
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-06,1082
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-07,971
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-08,874
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-09,918
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-10,908
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-11,1230
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2020-12,944
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-01,977
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-02,859
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-03,934
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-04,1085
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-05,979
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-06,849
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-07,898
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-08,864
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-09,859
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-10,912
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-11,893
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2021-12,766
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-01,949
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-02,822
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-03,952
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-04,846
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-05,884
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-06,1105
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-07,1068
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-08,1141
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-09,1021
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-10,979
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-11,999
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2022-12,1064
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-01,1082
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-02,908
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-03,944
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-04,925
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-05,1025
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-06,875
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-07,838
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-08,834
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-09,913
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-10,1072
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-11,971
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2023-12,1012
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-01,940
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-02,1010
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-03,1167
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-04,935
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-05,1122
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-06,1016
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-07,996
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-08,1066
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-09,993
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-10,949
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-11,820
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2024-12,1125
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2025-01,1000
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2025-02,936
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2025-03,1165
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2025-04,1183
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2025-05,894
Hyderabad,Supplements,HealthPlus,Essentials,Joint Flex,2025-06,1114
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2024-06,1043
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2024-07,966
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2024-08,1023
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2024-09,1050
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2024-10,1224
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2024-11,974
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2024-12,1207
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2025-01,1206
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2025-02,1121
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2025-03,1285
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2025-04,1283
Chennai,Nutrition,NutriCore,Pro,Immunity Booster,2025-05,1254
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-01,884
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-02,1018
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-03,768
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-04,1107
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-05,923
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-06,811
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-07,997
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-08,1110
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-09,916
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-10,780
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-11,896
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2020-12,910
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-01,1047
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-02,1034
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-03,1181
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-04,1074
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-05,1151
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-06,989
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-07,1082
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-08,838
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-09,1100
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-10,1070
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-11,1138
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2021-12,1026
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-01,1178
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-02,863
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-03,1019
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-04,1096
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-05,1021
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-06,1012
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-07,1049
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-08,1017
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-09,1089
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-10,1287
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-11,1048
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2022-12,961
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-01,1082
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-02,1062
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-03,1100
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-04,890
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-05,1027
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-06,1158
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-07,1061
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-08,1053
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-09,1044
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-10,1216
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-11,1132
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2023-12,1057
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-01,1062
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-02,1025
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-03,1147
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-04,1152
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-05,1007
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-06,1169
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-07,1096
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-08,1076
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-09,1181
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-10,1096
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-11,1185
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2024-12,1365
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2025-01,1296
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2025-02,1264
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2025-03,1202
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2025-04,1059
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2025-05,987
Mumbai,Personal Care,FitGen,Pro,Vitamin D Drops,2025-06,1063
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-01,1494
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-02,1662
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-03,1320
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-04,1496
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-05,1535
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-06,1555
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-07,1459
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-08,1472
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-09,1509
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-10,1411
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-11,1546
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2020-12,1284
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-01,1377
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-02,1504
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-03,1382
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-04,1505
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-05,1505
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-06,1586
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-07,1496
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-08,1305
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-09,1343
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-10,1491
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-11,1515
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2021-12,1486
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-01,1512
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-02,1473
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-03,1526
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-04,1572
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-05,1376
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-06,1474
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-07,1606
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-08,1496
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-09,1464
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-10,1508
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-11,1367
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2022-12,1506
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-01,1458
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-02,1497
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-03,1467
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-04,1500
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-05,1454
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-06,1544
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-07,1380
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-08,1546
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-09,1645
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-10,1796
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-11,1609
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2023-12,1643
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-01,1534
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-02,1496
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-03,1441
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-04,1669
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-05,1564
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-06,1380
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-07,1590
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-08,1313
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-09,1575
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-10,1549
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-11,1711
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2024-12,1557
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2025-01,1506
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2025-02,1515
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2025-03,1477
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2025-04,1626
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2025-05,1569
Bangalore,Supplements,PureLife,Essentials,Detox Tea,2025-06,1460
